"row","col","code","name"
1,1,"N09000005","Derry City and Strabane"
1,2,"N09000004","Causeway Coast and Glens"
1,3,"N09000008","Mid and East Antrim"
2,1,"N09000006","Fermanagh and Omagh"
2,2,"N09000009","Mid Ulster"
2,3,"N09000001","Antrim and Newtownabbey"
3,1,"N09000002","Armagh City, Banbridge and Craigavon"
3,2,"N09000007","Lisburn and Castlereagh"
3,3,"N09000003","Belfast"
4,2,"N09000010","Newry, Mourne and Down"
4,3,"N09000011","Ards and North Down"
