"row","col","code","name"
1,3,"E08000022","North Tyneside"
2,3,"E08000023","South Tyneside"
2,4,"E08000024","Sunderland"
3,1,"E06000057","Northumberland"
3,2,"E08000021","Newcastle upon Tyne"
3,3,"E08000037","Gateshead"
3,4,"E06000001","Hartlepool"
4,1,"E06000047","County Durham"
4,2,"E06000005","Darlington"
4,3,"E06000004","Stockton-on-Tees"
4,4,"E06000002","Middlesbrough"
4,5,"E06000003","Redcar and Cleveland"
